Date,Time,Site,Unit ID,User ID,F-21A104910,mmHg-21A105443,DO %-21A106679,DO mg/L-21A106679,SPC-uS/cm-21A104910,C-uS/cm-21A104910,nLFC-uS/cm-21A104910,ohm-cm-21A104910,TDS mg/L-21A104910,SAL-PSU-21A104910,Density-21A104910,Density-T-21A104910,pH-21B101988,pH mV-21B101988,Phycocyanin RFU-21B101736,Phycocyanin ug/L-21B101736,algale_edibility,Chlorophyll RFU-21B101736,Chlorophyll ug/L-21B101736,DEP m-20M103012,Vpos m-20M103012
8/26/22,9:43:48 AM,Tank 49,Strauss lab 1,,65.55,751.7,116.3,10.86,174.3,153.1,176.2,6532,113,0.08,-1.5,-1.5,14.52,-524.5,0.14,0.12,inedible,0.11,0.18,-0.033,-0.027
8/26/22,9:43:51 AM,Tank 49,Strauss lab 1,,65.57,751.6,121,11.3,174.1,153,176,6538,113,0.08,-1.5,-1.5,14.55,-526.2,0.13,0.11,inedible,0.05,-0.07,-0.035,-0.03
8/26/22,9:43:54 AM,Tank 49,Strauss lab 1,,65.573,751.7,122.5,11.44,173.9,152.8,175.8,6543,113,0.08,-1.5,-1.5,14.58,-527.8,0.1,0.08,inedible,0.14,0.32,-0.037,-0.039
8/26/22,9:43:57 AM,Tank 49,Strauss lab 1,,65.571,751.6,123.1,11.5,173.8,152.7,175.7,6547,113,0.08,-1.5,-1.5,14.59,-528.6,0.21,0.19,inedible,0.21,0.6,-0.036,-0.042
8/26/22,9:44:00 AM,Tank 49,Strauss lab 1,,65.57,751.7,123.7,11.56,173.7,152.6,175.6,6552,113,0.08,-1.5,-1.5,14.59,-528.7,0.2,0.18,inedible,0.31,1.01,-0.034,-0.038
8/26/22,9:44:03 AM,Tank 49,Strauss lab 1,,65.572,751.7,124.4,11.62,173.6,152.6,175.5,6555,113,0.08,-1.5,-1.5,14.59,-528.3,0.17,0.15,inedible,0.28,0.9,-0.033,-0.035
8/26/22,9:44:06 AM,Tank 49,Strauss lab 1,,65.573,751.6,125.4,11.71,173.6,152.5,175.5,6556,113,0.08,-1.5,-1.5,14.58,-527.8,0.19,0.17,inedible,0.21,0.59,-0.033,-0.023
8/26/22,9:44:43 AM,Tank 49,Strauss lab 1,,64.413,751.7,103.6,9.81,174.9,151.5,176.9,6600,114,0.08,-1.3,-1.3,13.98,-493,0.25,0.23,edible,0.12,0.23,-0.031,-0.017
8/26/22,9:44:46 AM,Tank 49,Strauss lab 1,,64.514,751.7,108.5,10.25,174.8,151.6,176.8,6595,114,0.08,-1.3,-1.3,14.03,-496,0.18,0.15,edible,0.06,-0.01,-0.035,-0.038
8/26/22,9:44:49 AM,Tank 49,Strauss lab 1,,64.602,751.7,109.8,10.37,174.5,151.6,176.6,6597,113,0.08,-1.4,-1.4,14.08,-499,0.13,0.11,edible,0.11,0.18,-0.036,-0.041
8/26/22,9:44:52 AM,Tank 49,Strauss lab 1,,64.685,751.7,110.5,10.42,174.2,151.5,176.2,6602,113,0.08,-1.4,-1.4,14.11,-500.9,0.07,0.04,edible,0.13,0.27,-0.033,-0.037
8/26/22,9:44:55 AM,Tank 49,Strauss lab 1,,64.782,751.7,111.2,10.48,173.9,151.3,175.9,6609,113,0.08,-1.4,-1.4,14.14,-502.6,0.09,0.06,edible,0.15,0.36,-0.032,-0.037
8/26/22,9:44:58 AM,Tank 49,Strauss lab 1,,64.85,751.7,111.9,10.54,173.6,151.2,175.6,6612,113,0.08,-1.4,-1.4,14.15,-503.2,0.16,0.14,edible,0.1,0.12,-0.032,-0.022
8/26/22,9:45:01 AM,Tank 49,Strauss lab 1,,64.923,751.7,113.2,10.65,173.4,151.2,175.4,6615,113,0.08,-1.4,-1.4,14.15,-503.2,0.22,0.2,edible,0.07,0.02,-0.034,-0.026
8/26/22,9:45:04 AM,Tank 49,Strauss lab 1,,64.976,751.7,114.1,10.73,173.3,151.1,175.2,6616,113,0.08,-1.4,-1.4,14.15,-502.9,0.23,0.21,edible,0.01,-0.21,-0.032,-0.023
8/26/22,9:46:05 AM,Tank 50,Strauss lab 1,,66.725,751.6,100.1,9.23,155.8,138.8,157.4,7202,101,0.07,-1.6,-1.6,13.04,-441.3,0.35,0.33,inedible,0.47,1.67,-0.032,-0.025
8/26/22,9:46:08 AM,Tank 50,Strauss lab 1,,66.828,751.6,101.7,9.37,156,139.2,157.6,7185,101,0.07,-1.6,-1.6,13.13,-446.6,0.28,0.26,inedible,0.46,1.66,-0.032,-0.026
8/26/22,9:46:11 AM,Tank 50,Strauss lab 1,,66.91,751.6,102.8,9.46,156.1,139.4,157.6,7175,101,0.07,-1.6,-1.6,13.19,-450.2,0.3,0.28,inedible,0.8,3.06,-0.035,-0.028
8/26/22,9:46:14 AM,Tank 50,Strauss lab 1,,66.998,751.7,103.9,9.55,156.1,139.5,157.6,7167,101,0.07,-1.6,-1.6,13.25,-453.3,0.25,0.22,inedible,1.09,4.25,-0.034,-0.028
8/26/22,9:46:17 AM,Tank 50,Strauss lab 1,,67.063,751.6,105.4,9.68,156.1,139.6,157.6,7163,101,0.07,-1.6,-1.6,13.28,-455.3,0.27,0.25,inedible,-0.05,-0.5,-0.033,-0.025
8/26/22,9:46:20 AM,Tank 50,Strauss lab 1,,67.118,751.7,106.9,9.81,156,139.6,157.5,7162,101,0.07,-1.6,-1.6,13.31,-457.1,0.27,0.25,inedible,0.69,2.59,-0.032,-0.041
8/26/22,9:46:23 AM,Tank 50,Strauss lab 1,,67.161,751.6,108.2,9.92,155.9,139.6,157.4,7162,101,0.07,-1.6,-1.6,13.34,-458.6,0.33,0.3,inedible,0.9,3.48,-0.033,-0.039
8/26/22,9:47:12 AM,Tank 50,Strauss lab 1,,67.4,751.7,102.9,9.42,155.9,140,157.3,7143,101,0.07,-1.7,-1.7,13.1,-445.2,0.2,0.18,edible,0.3,0.98,-0.035,-0.044
8/26/22,9:47:15 AM,Tank 50,Strauss lab 1,,67.441,751.7,103.7,9.48,155.9,140.1,157.4,7139,101,0.07,-1.7,-1.7,13.13,-447.1,0.16,0.14,edible,0.26,0.81,-0.034,-0.026
8/26/22,9:47:18 AM,Tank 50,Strauss lab 1,,67.479,751.7,104.3,9.53,155.9,140.1,157.3,7136,101,0.07,-1.7,-1.7,13.16,-448.9,0.2,0.18,edible,0.31,1.01,-0.034,-0.022
8/26/22,9:47:21 AM,Tank 50,Strauss lab 1,,67.506,751.7,104.8,9.58,155.9,140.2,157.3,7135,101,0.07,-1.7,-1.7,13.18,-450.1,0.1,0.08,edible,0.24,0.74,-0.036,-0.031
8/26/22,9:47:24 AM,Tank 50,Strauss lab 1,,67.539,751.7,105.8,9.67,155.8,140.2,157.3,7134,101,0.07,-1.7,-1.7,13.21,-451.3,0.08,0.05,edible,0.27,0.86,-0.036,-0.05
8/26/22,9:47:27 AM,Tank 50,Strauss lab 1,,67.585,751.7,106.7,9.74,155.7,140.2,157.2,7134,101,0.07,-1.7,-1.7,13.21,-451.9,0.09,0.07,edible,0.25,0.76,-0.035,-0.048
8/26/22,9:47:30 AM,Tank 50,Strauss lab 1,,67.619,751.7,107.4,9.8,155.7,140.2,157.1,7134,101,0.07,-1.7,-1.7,13.22,-452.1,0.19,0.17,edible,0.24,0.73,-0.032,-0.024
8/26/22,9:47:33 AM,Tank 50,Strauss lab 1,,67.642,751.7,108,9.86,155.6,140.2,157.1,7134,101,0.07,-1.7,-1.7,13.22,-452,0.2,0.18,edible,0.27,0.83,-0.033,-0.017
8/26/22,9:48:10 AM,Tank 51,Strauss lab 1,,66.769,751.6,96.1,8.86,161.9,144.3,163.5,6930,105,0.08,-1.6,-1.6,13.01,-439.5,0.14,0.11,inedible,0.21,0.59,-0.031,-0.027
8/26/22,9:48:13 AM,Tank 51,Strauss lab 1,,66.882,751.7,97.7,8.99,162.1,144.7,163.7,6912,105,0.08,-1.6,-1.6,13.09,-444.2,0.3,0.28,inedible,0.22,0.65,-0.032,-0.018
8/26/22,9:48:16 AM,Tank 51,Strauss lab 1,,66.936,751.6,102.4,9.42,162.1,144.8,163.7,6906,105,0.08,-1.6,-1.6,13.15,-447.7,0.42,0.4,inedible,0.2,0.54,-0.033,-0.028
8/26/22,9:48:19 AM,Tank 51,Strauss lab 1,,66.962,751.7,103.6,9.52,162.1,144.9,163.7,6903,105,0.08,-1.6,-1.6,13.2,-450.8,0.53,0.51,inedible,0.27,0.85,-0.033,-0.04
8/26/22,9:48:22 AM,Tank 51,Strauss lab 1,,66.969,751.6,104.3,9.59,162.1,144.9,163.7,6903,105,0.08,-1.6,-1.6,13.24,-452.8,0.59,0.57,inedible,0.29,0.93,-0.03,-0.038
8/26/22,9:48:25 AM,Tank 51,Strauss lab 1,,66.974,751.6,105,9.65,162.1,144.8,163.7,6904,105,0.08,-1.6,-1.6,13.27,-454.5,0.54,0.52,inedible,0.28,0.9,-0.03,-0.036
8/26/22,9:48:28 AM,Tank 51,Strauss lab 1,,66.98,751.7,105.8,9.73,162.1,144.8,163.6,6905,105,0.08,-1.6,-1.6,13.29,-455.5,0.47,0.45,inedible,0.27,0.87,-0.033,-0.039
8/26/22,9:48:31 AM,Tank 51,Strauss lab 1,,66.99,751.6,106.8,9.82,162,144.8,163.6,6905,105,0.08,-1.6,-1.6,13.29,-455.8,0.4,0.38,inedible,0.28,0.88,-0.033,-0.023
8/26/22,9:49:09 AM,Tank 51,Strauss lab 1,,67.066,751.7,95.4,8.76,163,145.8,164.6,6858,106,0.08,-1.6,-1.6,12.88,-432.7,0.2,0.18,edible,0.24,0.71,-0.032,-0.022
8/26/22,9:49:12 AM,Tank 51,Strauss lab 1,,67.104,751.6,100.2,9.2,163.1,145.9,164.6,6853,106,0.08,-1.6,-1.6,12.95,-436.4,0.21,0.19,edible,0.26,0.82,-0.031,-0.022
8/26/22,9:49:15 AM,Tank 51,Strauss lab 1,,67.116,751.6,101,9.27,163,145.9,164.6,6853,106,0.08,-1.6,-1.6,13,-439.2,0.22,0.19,edible,0.25,0.78,-0.033,-0.034
8/26/22,9:49:18 AM,Tank 51,Strauss lab 1,,67.128,751.6,101.6,9.33,162.9,145.8,164.5,6857,106,0.08,-1.6,-1.6,13.04,-441.4,0.25,0.23,edible,0.22,0.63,-0.034,-0.04
8/26/22,9:49:21 AM,Tank 51,Strauss lab 1,,67.149,751.7,102.1,9.37,162.7,145.7,164.3,6862,106,0.08,-1.6,-1.6,13.06,-442.9,0.19,0.17,edible,0.22,0.64,-0.033,-0.036
8/26/22,9:49:24 AM,Tank 51,Strauss lab 1,,67.17,751.6,102.9,9.44,162.6,145.6,164.1,6867,106,0.08,-1.6,-1.6,13.08,-444,0.05,0.02,edible,0.25,0.76,-0.032,-0.037
8/26/22,9:49:27 AM,Tank 51,Strauss lab 1,,67.193,751.7,103.8,9.52,162.4,145.5,164,6871,106,0.08,-1.6,-1.6,13.1,-445,0.08,0.06,edible,0.25,0.75,-0.033,-0.039
8/26/22,9:49:30 AM,Tank 51,Strauss lab 1,,67.213,751.6,104.4,9.57,162.3,145.5,163.9,6873,106,0.08,-1.6,-1.6,13.11,-445.6,0.04,0.02,edible,0.24,0.73,-0.035,-0.026
8/26/22,9:49:33 AM,Tank 51,Strauss lab 1,,67.239,751.7,105,9.63,162.2,145.4,163.8,6876,105,0.08,-1.6,-1.6,13.12,-446.2,0.21,0.19,edible,0.25,0.75,-0.033,-0.024
8/26/22,9:49:36 AM,Tank 51,Strauss lab 1,,67.267,751.7,105.6,9.68,162.1,145.4,163.7,6878,105,0.08,-1.7,-1.7,13.12,-446.5,0.24,0.22,edible,0.23,0.7,-0.033,-0.038
8/26/22,9:49:39 AM,Tank 51,Strauss lab 1,,67.29,751.6,106.2,9.72,162.1,145.4,163.6,6880,105,0.08,-1.7,-1.7,13.13,-446.7,0.3,0.27,edible,0.28,0.89,-0.031,-0.041
8/26/22,9:49:42 AM,Tank 51,Strauss lab 1,,67.309,751.7,106.6,9.77,162,145.3,163.5,6880,105,0.08,-1.7,-1.7,13.13,-446.7,0.27,0.24,edible,0.25,0.78,-0.029,-0.021
8/26/22,9:49:45 AM,Tank 51,Strauss lab 1,,67.324,751.6,107.1,9.8,162,145.3,163.5,6881,105,0.08,-1.7,-1.7,13.13,-446.6,0.2,0.18,edible,0.21,0.59,-0.031,-0.018
8/26/22,9:49:48 AM,Tank 51,Strauss lab 1,,67.337,751.7,107.4,9.83,161.9,145.3,163.4,6882,105,0.08,-1.7,-1.7,13.12,-446.4,0.15,0.12,edible,0.22,0.65,-0.035,-0.04
8/26/22,9:50:35 AM,Tank 52,Strauss lab 1,,65.509,751.6,99.2,9.27,160.6,141,162.4,7091,104,0.08,-1.5,-1.5,13.18,-448.3,0.26,0.24,inedible,0.56,2.07,-0.035,-0.042
8/26/22,9:50:38 AM,Tank 52,Strauss lab 1,,65.559,751.6,99.9,9.33,160.5,141,162.2,7091,104,0.08,-1.5,-1.5,13.22,-451.1,0.18,0.16,inedible,0.53,1.94,-0.032,-0.036
8/26/22,9:50:41 AM,Tank 52,Strauss lab 1,,65.611,751.6,100.5,9.38,160.4,141,162.1,7092,104,0.08,-1.5,-1.5,13.26,-453.1,0.14,0.11,inedible,0.51,1.87,-0.031,-0.016
8/26/22,9:50:44 AM,Tank 52,Strauss lab 1,,65.656,751.6,101.8,9.5,160.3,141,162,7092,104,0.08,-1.5,-1.5,13.28,-454.5,0.16,0.13,inedible,0.44,1.57,-0.034,-0.03
8/26/22,9:50:47 AM,Tank 52,Strauss lab 1,,65.7,751.7,102.6,9.57,160.2,141,161.9,7093,104,0.08,-1.5,-1.5,13.29,-455.1,0.28,0.26,inedible,0.48,1.71,-0.035,-0.048
8/26/22,9:50:50 AM,Tank 52,Strauss lab 1,,65.742,751.6,103.4,9.64,160.1,141,161.9,7092,104,0.08,-1.5,-1.5,13.3,-455.3,0.41,0.39,inedible,0.46,1.64,-0.032,-0.036
8/26/22,9:50:53 AM,Tank 52,Strauss lab 1,,65.784,751.6,104,9.69,160.1,141,161.8,7091,104,0.08,-1.5,-1.5,13.29,-455.1,0.42,0.4,inedible,0.67,2.52,-0.031,-0.023
8/26/22,9:50:56 AM,Tank 52,Strauss lab 1,,65.82,751.7,104.5,9.73,160,141.1,161.8,7089,104,0.08,-1.5,-1.5,13.28,-454.5,0.32,0.3,inedible,0.71,2.69,-0.034,-0.041
8/26/22,9:50:59 AM,Tank 52,Strauss lab 1,,65.849,751.6,104.9,9.77,160,141.1,161.7,7088,104,0.08,-1.5,-1.5,13.27,-453.8,0.27,0.25,inedible,0.78,2.99,-0.033,-0.023
8/26/22,9:51:02 AM,Tank 52,Strauss lab 1,,65.875,751.6,105.3,9.8,160,141.1,161.7,7087,104,0.08,-1.5,-1.5,13.26,-453.2,0.23,0.21,inedible,0.62,2.29,-0.034,-0.026
8/26/22,9:51:05 AM,Tank 52,Strauss lab 1,,65.901,751.7,105.7,9.83,160,141.1,161.7,7086,104,0.08,-1.5,-1.5,13.25,-452.5,0.26,0.24,inedible,0.52,1.88,-0.035,-0.041
8/26/22,9:51:08 AM,Tank 52,Strauss lab 1,,65.925,751.7,106,9.86,159.9,141.1,161.6,7086,104,0.08,-1.5,-1.5,13.23,-451.9,0.2,0.18,inedible,0.41,1.42,-0.035,-0.044
8/26/22,9:51:11 AM,Tank 52,Strauss lab 1,,65.949,751.7,106.2,9.88,159.9,141.2,161.6,7084,104,0.08,-1.5,-1.5,13.22,-451.2,0.17,0.15,inedible,0.32,1.07,-0.033,-0.024
8/26/22,9:51:14 AM,Tank 52,Strauss lab 1,,65.972,751.7,106.4,9.9,159.9,141.2,161.6,7083,104,0.08,-1.5,-1.5,13.21,-450.5,0.12,0.09,inedible,0.43,1.53,-0.034,-0.032
8/26/22,9:51:51 AM,Tank 52,Strauss lab 1,,65.483,751.7,95.6,8.93,160.2,140.6,162,7112,104,0.08,-1.5,-1.5,12.79,-426.3,0,-0.02,edible,0.26,0.81,-0.033,-0.022
8/26/22,9:51:54 AM,Tank 52,Strauss lab 1,,65.565,751.7,96.3,8.99,160.3,140.8,162,7101,104,0.08,-1.5,-1.5,12.83,-428.7,0.02,-0.01,edible,0.23,0.68,-0.034,-0.025
8/26/22,9:51:57 AM,Tank 52,Strauss lab 1,,65.62,751.7,97.8,9.13,160.3,141,162.1,7094,104,0.08,-1.5,-1.5,12.87,-430.8,0.07,0.05,edible,0.25,0.78,-0.035,-0.039
8/26/22,9:52:00 AM,Tank 52,Strauss lab 1,,65.646,751.6,99,9.24,160.3,141,162,7093,104,0.08,-1.5,-1.5,12.9,-432.6,0.11,0.09,edible,0.27,0.87,-0.033,-0.041
8/26/22,9:52:03 AM,Tank 52,Strauss lab 1,,65.66,751.7,100.1,9.33,160.3,141,162,7091,104,0.08,-1.5,-1.5,12.93,-434.5,0.09,0.06,edible,0.25,0.76,-0.034,-0.038
8/26/22,9:52:06 AM,Tank 52,Strauss lab 1,,65.667,751.6,100.8,9.41,160.3,141,162,7091,104,0.08,-1.5,-1.5,12.95,-435.8,0.11,0.09,edible,0.25,0.78,-0.035,-0.028
8/26/22,9:52:09 AM,Tank 52,Strauss lab 1,,65.671,751.7,101.4,9.46,160.3,141,162,7091,104,0.08,-1.5,-1.5,12.97,-436.9,0.15,0.13,edible,0.29,0.93,-0.036,-0.026
8/26/22,9:52:12 AM,Tank 52,Strauss lab 1,,65.681,751.7,102,9.52,160.3,141,162,7091,104,0.08,-1.5,-1.5,12.99,-437.6,0.25,0.22,edible,0.29,0.93,-0.034,-0.021
8/26/22,9:53:15 AM,Tank 53,Strauss lab 1,,72.114,751.7,86.2,7.49,201.3,190.9,202.3,5239,131,0.09,-2.2,-2.2,11.69,-367.6,0.31,0.29,inedible,0.4,1.38,-0.035,-0.042
8/26/22,9:53:18 AM,Tank 53,Strauss lab 1,,72.148,751.7,86.7,7.53,201.3,190.9,202.3,5237,131,0.09,-2.2,-2.2,11.71,-368.7,0.39,0.37,inedible,0.54,1.99,-0.035,-0.026
8/26/22,9:53:21 AM,Tank 53,Strauss lab 1,,72.168,751.7,87,7.56,201.3,191,202.3,5237,131,0.09,-2.2,-2.2,11.73,-369.6,0.4,0.38,inedible,0.59,2.19,-0.034,-0.025
8/26/22,9:53:24 AM,Tank 53,Strauss lab 1,,72.176,751.7,87.4,7.59,201.3,191,202.3,5236,131,0.09,-2.2,-2.2,11.74,-370.4,0.54,0.53,inedible,0.67,2.5,-0.035,-0.028
8/26/22,9:53:27 AM,Tank 53,Strauss lab 1,,72.175,751.7,87.7,7.62,201.3,191,202.3,5236,131,0.09,-2.2,-2.2,11.76,-371.4,0.52,0.5,inedible,0.68,2.55,-0.032,-0.029
8/26/22,9:53:30 AM,Tank 53,Strauss lab 1,,72.174,751.7,88,7.64,201.3,191,202.3,5236,131,0.09,-2.2,-2.2,11.77,-372.2,0.46,0.44,inedible,0.63,2.33,-0.034,-0.029
8/26/22,9:53:33 AM,Tank 53,Strauss lab 1,,72.172,751.7,88.2,7.66,201.3,191,202.3,5237,131,0.09,-2.2,-2.2,11.79,-373,0.36,0.34,inedible,0.53,1.94,-0.035,-0.036
8/26/22,9:53:36 AM,Tank 53,Strauss lab 1,,72.168,751.7,88.4,7.68,201.3,191,202.3,5237,131,0.09,-2.2,-2.2,11.8,-373.6,0.37,0.35,inedible,0.39,1.36,-0.037,-0.041
8/26/22,9:53:39 AM,Tank 53,Strauss lab 1,,72.165,751.7,88.6,7.7,201.3,191,202.3,5236,131,0.09,-2.2,-2.2,11.81,-374.3,0.34,0.32,inedible,0.31,1.02,-0.036,-0.048
8/26/22,9:54:09 AM,Tank 53,Strauss lab 1,,72.117,751.7,78.7,6.85,201.8,191.4,202.9,5226,131,0.1,-2.2,-2.2,11.65,-365.1,0.19,0.17,edible,0.14,0.32,-0.032,-0.026
8/26/22,9:54:12 AM,Tank 53,Strauss lab 1,,72.252,751.7,83.4,7.24,201.7,191.5,202.7,5222,131,0.09,-2.2,-2.2,11.68,-366.9,0.04,0.02,edible,0.1,0.13,-0.032,-0.036
8/26/22,9:54:15 AM,Tank 53,Strauss lab 1,,72.37,751.7,84.6,7.33,201.6,191.7,202.6,5217,131,0.09,-2.3,-2.3,11.71,-368.8,0.01,-0.01,edible,0.1,0.14,-0.033,-0.038
8/26/22,9:54:18 AM,Tank 53,Strauss lab 1,,72.494,751.7,85.3,7.38,201.5,191.9,202.5,5212,131,0.09,-2.3,-2.3,11.76,-371.4,0.02,0,edible,0.19,0.53,-0.033,-0.027
8/26/22,9:54:21 AM,Tank 53,Strauss lab 1,,72.515,751.7,85.8,7.43,201.6,192,202.5,5209,131,0.09,-2.3,-2.3,11.79,-373.5,0.13,0.11,edible,0.22,0.64,-0.035,-0.042
8/26/22,9:54:24 AM,Tank 53,Strauss lab 1,,72.508,751.7,86.3,7.47,201.7,192.1,202.6,5207,131,0.09,-2.3,-2.3,11.82,-375.2,0.16,0.14,edible,0.29,0.94,-0.034,-0.041
8/26/22,9:54:27 AM,Tank 53,Strauss lab 1,,72.491,751.7,87.3,7.55,201.8,192.1,202.7,5205,131,0.09,-2.3,-2.3,11.85,-376.8,0.17,0.15,edible,0.21,0.58,-0.033,-0.035
8/26/22,9:55:18 AM,Tank 54,Strauss lab 1,,72.793,751.7,108.3,9.35,188.5,180.1,189.3,5554,123,0.09,-2.3,-2.3,12.02,-386.4,0.44,0.42,inedible,0.26,0.82,-0.031,-0.02
8/26/22,9:55:21 AM,Tank 54,Strauss lab 1,,72.804,751.7,109.4,9.44,188.4,180,189.3,5554,122,0.09,-2.3,-2.3,12.05,-388.6,0.4,0.38,inedible,0.21,0.62,-0.031,-0.022
8/26/22,9:55:24 AM,Tank 54,Strauss lab 1,,72.81,751.6,110.6,9.54,188.4,180,189.2,5556,122,0.09,-2.3,-2.3,12.08,-390.2,0.32,0.3,inedible,0.26,0.81,-0.033,-0.042
8/26/22,9:55:27 AM,Tank 54,Strauss lab 1,,72.813,751.7,111.9,9.65,188.3,180,189.1,5557,122,0.09,-2.3,-2.3,12.11,-391.9,0.29,0.27,inedible,0.3,0.98,-0.033,-0.04
8/26/22,9:55:30 AM,Tank 54,Strauss lab 1,,72.815,751.7,112.8,9.73,188.3,179.9,189.1,5558,122,0.09,-2.3,-2.3,12.14,-393.3,0.29,0.27,inedible,0.35,1.19,-0.032,-0.044
8/26/22,9:55:33 AM,Tank 54,Strauss lab 1,,72.817,751.7,113.5,9.79,188.3,179.9,189.1,5559,122,0.09,-2.3,-2.3,12.15,-394.4,0.34,0.32,inedible,0.39,1.33,-0.032,-0.028
8/26/22,9:55:36 AM,Tank 54,Strauss lab 1,,72.819,751.7,114.2,9.85,188.2,179.9,189.1,5559,122,0.09,-2.3,-2.3,12.17,-395.5,0.38,0.36,inedible,0.42,1.49,-0.032,-0.02
8/26/22,9:56:14 AM,Tank 54,Strauss lab 1,,72.47,751.7,102,8.83,188.9,179.8,189.8,5562,123,0.09,-2.3,-2.3,12.12,-392.1,0.28,0.26,edible,0.26,0.83,-0.034,-0.034
8/26/22,9:56:17 AM,Tank 54,Strauss lab 1,,72.499,751.7,103.3,8.95,188.9,179.9,189.8,5558,123,0.09,-2.3,-2.3,12.17,-395.3,0.37,0.35,edible,0.26,0.8,-0.032,-0.037
8/26/22,9:56:20 AM,Tank 54,Strauss lab 1,,72.522,751.7,104.3,9.03,189,180,189.8,5556,123,0.09,-2.3,-2.3,12.21,-397.5,0.24,0.22,edible,0.19,0.53,-0.03,-0.021
8/26/22,9:56:23 AM,Tank 54,Strauss lab 1,,72.556,751.7,106,9.17,188.9,180,189.8,5556,123,0.09,-2.3,-2.3,12.25,-399.5,0.38,0.36,edible,0.2,0.56,-0.031,-0.017
8/26/22,9:56:26 AM,Tank 54,Strauss lab 1,,72.586,751.7,107.6,9.31,188.8,180,189.7,5556,123,0.09,-2.3,-2.3,12.28,-401.2,0.29,0.27,edible,0.19,0.54,-0.033,-0.025
8/26/22,9:56:29 AM,Tank 54,Strauss lab 1,,72.608,751.7,108.7,9.4,188.7,180,189.6,5557,123,0.09,-2.3,-2.3,12.3,-402.9,0.32,0.3,edible,0.15,0.37,-0.033,-0.036
8/26/22,9:56:32 AM,Tank 54,Strauss lab 1,,72.616,751.7,109.6,9.48,188.7,179.9,189.6,5558,123,0.09,-2.3,-2.3,12.33,-404.3,0.24,0.22,edible,0.21,0.61,-0.03,-0.026
8/26/22,9:56:35 AM,Tank 54,Strauss lab 1,,72.622,751.7,110.4,9.55,188.6,179.9,189.5,5559,123,0.09,-2.3,-2.3,12.35,-405.4,0.21,0.19,edible,0.27,0.84,-0.032,-0.026
8/26/22,9:56:38 AM,Tank 54,Strauss lab 1,,72.625,751.7,111,9.6,188.6,179.8,189.5,5560,123,0.09,-2.3,-2.3,12.36,-406.4,0.22,0.2,edible,0.28,0.88,-0.034,-0.025
8/26/22,9:56:41 AM,Tank 54,Strauss lab 1,,72.63,751.7,111.6,9.65,188.6,179.8,189.4,5561,123,0.09,-2.3,-2.3,12.38,-407.3,0.24,0.22,edible,0.24,0.74,-0.033,-0.029
8/26/22,9:56:44 AM,Tank 54,Strauss lab 1,,72.633,751.7,111.9,9.68,188.5,179.8,189.4,5562,123,0.09,-2.3,-2.3,12.39,-407.9,0.24,0.22,edible,0.24,0.73,-0.033,-0.039
8/26/22,9:56:47 AM,Tank 54,Strauss lab 1,,72.639,751.7,112.3,9.71,188.5,179.8,189.4,5562,123,0.09,-2.3,-2.3,12.4,-408.6,0.24,0.22,edible,0.29,0.94,-0.031,-0.023
8/26/22,9:57:32 AM,Tank 55,Strauss lab 1,,72.758,751.7,104.7,9.04,176.5,168.6,177.3,5932,115,0.08,-2.3,-2.3,12.36,-406,0.87,0.85,inedible,0.93,3.6,-0.033,-0.041
8/26/22,9:57:35 AM,Tank 55,Strauss lab 1,,72.79,751.7,105.3,9.09,176.5,168.6,177.3,5930,115,0.08,-2.3,-2.3,12.38,-407.3,0.9,0.88,inedible,0.89,3.44,-0.032,-0.036
8/26/22,9:57:38 AM,Tank 55,Strauss lab 1,,72.805,751.7,105.9,9.13,176.5,168.7,177.3,5929,115,0.08,-2.3,-2.3,12.4,-408.3,0.88,0.87,inedible,0.82,3.13,-0.033,-0.024
8/26/22,9:57:41 AM,Tank 55,Strauss lab 1,,72.814,751.7,106.3,9.17,176.5,168.7,177.3,5928,115,0.08,-2.3,-2.3,12.41,-409.3,0.89,0.88,inedible,0.61,2.28,-0.034,-0.017
8/26/22,9:57:44 AM,Tank 55,Strauss lab 1,,72.82,751.7,107,9.24,176.5,168.7,177.3,5928,115,0.08,-2.3,-2.3,12.43,-410,0.89,0.87,inedible,0.62,2.32,-0.036,-0.048
8/26/22,9:57:47 AM,Tank 55,Strauss lab 1,,72.828,751.7,107.7,9.29,176.5,168.7,177.3,5929,115,0.08,-2.3,-2.3,12.44,-410.7,0.76,0.74,inedible,0.52,1.9,-0.034,-0.047
8/26/22,9:57:50 AM,Tank 55,Strauss lab 1,,72.836,751.7,108.3,9.34,176.4,168.6,177.2,5930,115,0.08,-2.3,-2.3,12.45,-411.2,0.79,0.77,inedible,0.54,1.99,-0.03,-0.029
8/26/22,9:57:53 AM,Tank 55,Strauss lab 1,,72.842,751.7,108.7,9.38,176.4,168.6,177.2,5930,115,0.08,-2.3,-2.3,12.45,-411.6,0.79,0.77,inedible,0.52,1.87,-0.034,-0.038
8/26/22,9:57:56 AM,Tank 55,Strauss lab 1,,72.847,751.7,109.1,9.41,176.4,168.6,177.2,5931,115,0.08,-2.3,-2.3,12.46,-411.9,0.92,0.91,inedible,0.53,1.94,-0.037,-0.042
8/26/22,9:58:42 AM,Tank 55,Strauss lab 1,,72.779,751.7,99.4,8.58,176.7,168.8,177.5,5924,115,0.08,-2.3,-2.3,12.37,-406.5,0.39,0.37,edible,0.39,1.33,-0.033,-0.035
