tube,species,mean_temp,temp_var,temp_id,resource,male,REMOVED,KBP,end_data_date,4/10/22,4/11/22,4/12/22,4/13/22,4/14/22,4/15/22,4/16/22,4/17/22,4/18/22,4/19/22,4/20/22,4/21/22,4/22/22,4/23/22,4/24/22,4/25/22,4/26/22,4/27/22,4/28/22,4/29/22,4/30/22,5/1/22,5/2/22,5/3/22,5/4/22,5/5/22,5/6/22,5/7/22,5/8/22,5/9/22,5/10/22,5/11/22,5/12/22,5/13/22,5/14/22,5/15/22,5/16/22,5/17/22,5/18/22,5/19/22,5/20/22,5/21/22,5/22/22,5/23/22,,,,,
200,daphnia,15,0,15,0.1,,,,,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
201,daphnia,15,0,15,0.1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
202,daphnia,15,0,15,0.1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,,,,,
203,daphnia,15,0,15,0.1,,,,4/14/22,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
204,daphnia,15,0,15,0.1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
205,daphnia,15,0,15,0.1,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
206,daphnia,15,0,15,0.1,,,,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
207,daphnia,15,0,15,0.1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,NA,NA,NA,NA,NA,NA,,,,,
208,daphnia,15,0,15,0.1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,,,,,
209,daphnia,15,0,15,0.1,,,,,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
210,daphnia,15,0,15,0.1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,5,0,0,0,0,,0,0,NA,NA,NA,NA,NA,NA,,,,,
211,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,7,0,0,0,6,0,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,NA,NA,,,,,
212,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,NA,,,,,
213,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
214,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,7,0,0,0,8,0,0,0,0,7,0,0,0,0,9,0,0,0,0,7,NA,,,,,
215,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,7,0,0,0,0,8,0,0,0,0,9,0,0,0,0,7,0,NA,NA,,,,,
216,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,10,0,0,0,9,0,0,0,0,8,0,0,0,0,13,0,0,NA,,,,,
217,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,8,0,0,0,0,11,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,NA,,,,,
218,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,5,0,0,0,8,0,0,0,0,8,0,0,0,0,7,1,0,0,NA,,,,,
219,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,NA,,,,,
220,daphnia,15,0,15,0.5,,,,4/10/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
221,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,NA,,,,,
222,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,12,0,0,0,NA,,,,,
223,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,2,1,0,0,NA,,,,,
224,daphnia,15,0,15,0.5,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,9,0,0,0,1,10,0,0,0,0,10,0,0,0,0,6,0,0,NA,,,,,
225,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,10,0,0,0,0,10,NA,NA,,,,,
226,daphnia,15,0,15,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
227,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,,,,,
228,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,10,0,0,0,0,12,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
229,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
230,daphnia,15,0,15,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
231,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
232,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,,,,,
233,daphnia,15,0,15,0.5,,,,4/20/22,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
234,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,,,,,
235,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,1,NA,NA,NA,NA,NA,NA,,,,,
236,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,9,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,,,,,
237,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,NA,NA,NA,NA,NA,NA,,,,,
238,daphnia,15,0,15,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
239,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,,,,,
240,daphnia,15,0,15,0.5,,,,5/14/22,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
241,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,,,,,
242,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
243,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
244,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,9,0,0,0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
245,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,0,5,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
246,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,8,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,,,,,
247,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,,,,,
248,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
249,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,5,0,0,0,7,0,0,0,0,7,0,0,NA,NA,NA,NA,NA,NA,,,,,
250,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,,,,,
251,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
252,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,9,0,0,0,0,9,NA,NA,NA,NA,NA,NA,,,,,
253,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,8,0,0,0,0,7,0,0,0,0,12,0,0,0,0,12,0,0,NA,NA,NA,NA,NA,NA,,,,,
254,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
255,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,7,0,0,0,0,10,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,,,,,
256,daphnia,15,0,15,0.5,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
257,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,
258,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
259,daphnia,15,0,15,0.5,,,,4/20/22,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
260,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
261,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0,NA,NA,NA,NA,NA,NA,,,,,
262,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,5,1,0,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,,,,,
263,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,6,0,0,0,6,0,0,0,0,7,0,0,0,0,10,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,,,,,
264,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,7,0,0,0,0,4,0,0,0,9,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,,,,,
265,daphnia,15,0,15,0.5,,,,,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
266,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,7,0,0,0,0,7,0,0,0,0,8,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,,,,,
267,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,8,0,0,0,0,8,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,,,,,
268,daphnia,15,0,15,0.5,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,8,0,0,0,0,6,0,0,0,0,8,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,,,,,
269,daphnia,15,0,15,0.5,1,1,,5/1/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
270,daphnia,15,0,15,0.5,,,,4/13/22,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
271,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,6,0,0,0,0,6,0,0,0,8,0,0,0,0,0,10,0,0,0,0,4,0,0,NA,,,,,
272,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,,,,,
273,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,0,0,NA,,,,,
274,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,8,0,0,0,0,7,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,0,NA,,,,,
275,daphnia,15,0,15,1,,,1,5/11/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
276,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,7,1,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,NA,,,,,
277,daphnia,15,0,15,1,1,1,,5/5/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
278,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,7,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,,,,,
279,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,,,,
280,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,2,0,0,NA,,,,,
281,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,2,0,0,0,0,7,0,0,0,1,6,0,0,0,0,9,0,0,0,0,6,NA,NA,NA,,,,,
282,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,0,0,5,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,NA,,,,,
283,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,0,0,0,8,0,0,1,0,6,0,0,0,0,5,NA,,,,,
284,daphnia,15,0,15,1,,1,,5/23/22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,0,1,0,0,6,0,0,0,0,7,0,0,0,0,9,0,0,0,0,5,0,0,NA,,,,,
285,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,1,0,3,1,0,0,0,6,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,NA,NA,,,,,
286,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,0,0,NA,NA,NA,NA,NA,NA,,,,,
287,daphnia,15,0,15,1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
288,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
289,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,1,7,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,,,,,
290,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,5,0,0,1,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
291,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
292,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
293,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,,,,,
294,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
295,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,8,0,0,NA,NA,NA,NA,NA,NA,,,,,
296,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,NA,NA,NA,NA,NA,NA,,,,,
297,daphnia,15,0,15,1,,,,4/11/22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
298,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
299,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,,,,,
300,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,NA,NA,NA,NA,NA,NA,,,,,
301,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,,,,,
302,daphnia,15,0,15,1,,1,,5/18/22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,4,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,NA,NA,NA,NA,NA,NA,,,,,
303,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
304,daphnia,15,0,15,1,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,,,,,
